PUHour,PUZone,month,count,,PUHour,PUZone,month,count,,PUHour,PUZone,month,count,,PUHour,PUZone,month,count
afternoon,Parkchester,1,18,,afternoon,Hunts Point,2,18,,afternoon,Inwood Hill Park,3,18,,afternoon,West Farms/Bronx River,4,19
afternoon,Bensonhurst East,1,17,,afternoon,Sunset Park East,2,17,,afternoon,East Flatbush/Remsen Village,3,18,,afternoon,East Flatbush/Remsen Village,4,19
afternoon,Hunts Point,1,17,,afternoon,Riverdale/North Riverdale/Fieldston,2,17,,afternoon,Soundview/Castle Hill,3,18,,afternoon,Springfield Gardens North,4,18
afternoon,Soundview/Bruckner,1,16,,afternoon,Westchester Village/Unionport,2,17,,afternoon,Belmont,3,18,,afternoon,Saint Albans,4,18
afternoon,Marine Park/Mill Basin,1,15,,afternoon,Queensboro Hill,2,17,,afternoon,Coney Island,3,18,,afternoon,Queensboro Hill,4,17
afternoon,Crotona Park East,1,15,,afternoon,Whitestone,2,16,,afternoon,Glen Oaks,3,18,,afternoon,Kingsbridge Heights,4,17
afternoon,Norwood,1,14,,afternoon,Bath Beach,2,15,,afternoon,West Farms/Bronx River,3,17,,afternoon,Ozone Park,4,17
afternoon,Madison,1,14,,afternoon,Fordham South,2,15,,afternoon,East Flatbush/Farragut,3,17,,afternoon,Williamsbridge/Olinville,4,17
afternoon,Glendale,1,14,,afternoon,Inwood Hill Park,2,15,,afternoon,Brighton Beach,3,17,,afternoon,Riverdale/North Riverdale/Fieldston,4,16
afternoon,Springfield Gardens North,1,14,,afternoon,Belmont,2,15,,afternoon,Hillcrest/Pomonok,3,17,,afternoon,Hunts Point,4,16
afternoon,Glen Oaks,1,13,,afternoon,Norwood,2,14,,afternoon,Jamaica Estates,3,16,,afternoon,Soundview/Bruckner,4,16
afternoon,Jamaica Estates,1,13,,afternoon,Springfield Gardens North,2,14,,afternoon,Dyker Heights,3,16,,afternoon,Glendale,4,16
afternoon,Marble Hill,1,13,,afternoon,Coney Island,2,14,,afternoon,Williamsbridge/Olinville,3,16,,afternoon,Fresh Meadows,4,15
afternoon,East New York/Pennsylvania Avenue,1,12,,afternoon,East Tremont,2,14,,afternoon,East Tremont,3,16,,afternoon,Whitestone,4,15
afternoon,Mount Hope,1,12,,afternoon,Fresh Meadows,2,13,,afternoon,Fordham South,3,16,,afternoon,Pelham Parkway,4,15
afternoon,Schuylerville/Edgewater Park,1,12,,afternoon,Dyker Heights,2,13,,afternoon,Bronx Park,3,16,,afternoon,Arrochar/Fort Wadsworth,4,15
afternoon,East Flushing,1,12,,afternoon,Marine Park/Mill Basin,2,12,,afternoon,Riverdale/North Riverdale/Fieldston,3,16,,afternoon,Schuylerville/Edgewater Park,4,15
afternoon,Co-Op City,1,12,,afternoon,East Flushing,2,12,,afternoon,Cambria Heights,3,15,,afternoon,Hillcrest/Pomonok,4,14
afternoon,Kingsbridge Heights,1,12,,afternoon,East Flatbush/Farragut,2,12,,afternoon,Woodhaven,3,15,,afternoon,Marine Park/Mill Basin,4,14
afternoon,Bayside,1,12,,afternoon,Co-Op City,2,12,,afternoon,Queens Village,3,15,,afternoon,Norwood,4,14
afternoon,Rosedale,1,12,,afternoon,Crotona Park East,2,12,,afternoon,Sheepshead Bay,3,14,,afternoon,Belmont,4,14
afternoon,Bensonhurst West,1,11,,afternoon,College Point,2,12,,afternoon,Pelham Parkway,3,14,,afternoon,Longwood,4,12
afternoon,Ozone Park,1,11,,afternoon,Williamsbridge/Olinville,2,11,,afternoon,Auburndale,3,14,,afternoon,Dyker Heights,4,12
afternoon,Fresh Meadows,1,11,,afternoon,Cambria Heights,2,11,,afternoon,Bellerose,3,14,,afternoon,Highbridge Park,4,12
afternoon,Dyker Heights,1,10,,afternoon,Rosedale,2,11,,afternoon,Bath Beach,3,14,,afternoon,Bensonhurst East,4,11
afternoon,Bronx Park,1,10,,afternoon,Bensonhurst East,2,11,,afternoon,Marine Park/Mill Basin,3,13,,afternoon,Parkchester,4,11
afternoon,Longwood,1,10,,afternoon,Glen Oaks,2,11,,afternoon,East Flushing,3,12,,afternoon,Van Cortlandt Village,4,11
afternoon,Sunset Park East,1,10,,afternoon,Pelham Parkway,2,10,,afternoon,Schuylerville/Edgewater Park,3,12,,afternoon,Jamaica Estates,4,11
afternoon,Allerton/Pelham Gardens,1,9,,afternoon,Sheepshead Bay,2,9,,afternoon,Rosedale,3,12,,afternoon,Brighton Beach,4,10
afternoon,Douglaston,1,9,,afternoon,Schuylerville/Edgewater Park,2,9,,afternoon,Fresh Meadows,3,12,,afternoon,Inwood Hill Park,4,10
afternoon,Forest Park/Highland Park,1,9,,afternoon,Brighton Beach,2,9,,afternoon,Crotona Park East,3,12,,afternoon,Woodlawn/Wakefield,4,9
afternoon,Van Cortlandt Village,1,9,,afternoon,Bayside,2,9,,afternoon,Manhattan Beach,3,11,,afternoon,Douglaston,4,9
afternoon,Bath Beach,1,8,,afternoon,Manhattan Beach,2,9,,afternoon,Saint Albans,3,11,,afternoon,Bayside,4,8
afternoon,Saint Albans,1,8,,afternoon,Willets Point,2,9,,afternoon,Bensonhurst East,3,10,,afternoon,Gravesend,4,8
afternoon,Arrochar/Fort Wadsworth,1,7,,afternoon,Laurelton,2,8,,afternoon,Marine Park/Floyd Bennett Field,3,9,,afternoon,Madison,4,8
afternoon,Oakland Gardens,1,7,,afternoon,Saint Albans,2,8,,afternoon,Co-Op City,3,9,,afternoon,Green-Wood Cemetery,4,8
afternoon,Auburndale,1,7,,afternoon,Starrett City,2,7,,afternoon,Starrett City,3,9,,afternoon,Oakland Gardens,4,8
afternoon,Highbridge Park,1,7,,afternoon,Longwood,2,7,,afternoon,Highbridge Park,3,9,,afternoon,Co-Op City,4,7
afternoon,Woodlawn/Wakefield,1,6,,afternoon,Van Cortlandt Park,2,7,,afternoon,Allerton/Pelham Gardens,3,9,,afternoon,Willets Point,4,7
afternoon,Marine Park/Floyd Bennett Field,1,6,,afternoon,Bronx Park,2,7,,afternoon,Bronxdale,3,9,,afternoon,Manhattan Beach,4,7
afternoon,Bronxdale,1,6,,afternoon,West Farms/Bronx River,2,7,,afternoon,Gravesend,3,8,,afternoon,Sheepshead Bay,4,7
afternoon,Belmont,1,6,,afternoon,Arrochar/Fort Wadsworth,2,6,,afternoon,Douglaston,3,8,,afternoon,Fordham South,4,7
afternoon,Green-Wood Cemetery,1,6,,afternoon,Highbridge Park,2,6,,afternoon,Hollis,3,8,,afternoon,Marine Park/Floyd Bennett Field,4,7
afternoon,Manhattan Beach,1,5,,afternoon,Douglaston,2,5,,afternoon,Madison,3,6,,afternoon,Stapleton,4,6
afternoon,Pelham Parkway,1,5,,afternoon,Westerleigh,2,5,,afternoon,Bay Terrace/Fort Totten,3,5,,afternoon,Bay Terrace/Fort Totten,4,6
afternoon,West Farms/Bronx River,1,5,,afternoon,Oakland Gardens,2,5,,afternoon,Far Rockaway,3,5,,afternoon,East New York/Pennsylvania Avenue,4,6
afternoon,Bay Terrace/Fort Totten,1,5,,afternoon,Woodlawn/Wakefield,2,5,,afternoon,Rossville/Woodrow,3,5,,afternoon,Hollis,4,6
afternoon,Cambria Heights,1,5,,afternoon,Bronxdale,2,4,,afternoon,Laurelton,3,5,,afternoon,Starrett City,4,6
afternoon,Williamsbridge/Olinville,1,4,,afternoon,Forest Park/Highland Park,2,4,,afternoon,Willets Point,3,5,,afternoon,Forest Park/Highland Park,4,5
afternoon,Fordham South,1,4,,afternoon,Auburndale,2,3,,afternoon,Woodlawn/Wakefield,3,4,,afternoon,Laurelton,4,5
afternoon,Starrett City,1,4,,afternoon,Hammels/Arverne,2,3,,afternoon,Forest Park/Highland Park,3,4,,afternoon,Pelham Bay Park,4,5
afternoon,Van Cortlandt Park,1,4,,afternoon,Green-Wood Cemetery,2,3,,afternoon,Green-Wood Cemetery,3,3,,afternoon,Allerton/Pelham Gardens,4,5
afternoon,Willets Point,1,4,,afternoon,Jamaica Bay,2,3,,afternoon,Oakland Gardens,3,3,,afternoon,Rosedale,4,5
afternoon,Far Rockaway,1,4,,afternoon,City Island,2,3,,afternoon,Eastchester,3,3,,afternoon,Eastchester,4,5
afternoon,Laurelton,1,3,,afternoon,Bay Terrace/Fort Totten,2,3,,afternoon,Bayside,3,3,,afternoon,Cambria Heights,4,4
afternoon,Jamaica Bay,1,3,,afternoon,Murray Hill-Queens,2,3,,afternoon,Jamaica Bay,3,3,,afternoon,East Flushing,4,4
afternoon,Bloomfield/Emerson Hill,1,3,,afternoon,Heartland Village/Todt Hill,2,3,,afternoon,New Dorp/Midland Beach,3,3,,afternoon,Van Cortlandt Park,4,4
afternoon,Hollis,1,2,,afternoon,Allerton/Pelham Gardens,2,2,,afternoon,Grymes Hill/Clifton,3,3,,afternoon,Far Rockaway,4,4
afternoon,Governor's Island/Ellis Island/Liberty Island,1,2,,afternoon,Mariners Harbor,2,1,,afternoon,Arrochar/Fort Wadsworth,3,3,,afternoon,Crotona Park,4,3
afternoon,Pelham Bay Park,1,2,,afternoon,Eltingville/Annadale/Prince's Bay,2,1,,afternoon,Pelham Bay,3,2,,afternoon,Bronxdale,4,3
afternoon,Hammels/Arverne,1,2,,afternoon,Stapleton,2,1,,afternoon,Stapleton,3,2,,afternoon,Port Richmond,4,3
afternoon,Eastchester,1,2,,afternoon,Governor's Island/Ellis Island/Liberty Island,2,1,,afternoon,Van Cortlandt Park,3,2,,afternoon,New Dorp/Midland Beach,4,3
afternoon,Broad Channel,1,1,,afternoon,Hollis,2,1,,afternoon,Rikers Island,3,2,,afternoon,Grymes Hill/Clifton,4,3
afternoon,Mariners Harbor,1,1,,afternoon,Bloomfield/Emerson Hill,2,1,,afternoon,Hammels/Arverne,3,1,,afternoon,Bloomfield/Emerson Hill,4,3
afternoon,Pelham Bay,1,1,,afternoon,Saint George/New Brighton,2,1,,afternoon,Bloomfield/Emerson Hill,3,1,,afternoon,Rockaway Park,4,3
afternoon,Westerleigh,1,1,,afternoon,Broad Channel,2,1,,afternoon,Pelham Bay Park,3,1,,afternoon,Governor's Island/Ellis Island/Liberty Island,4,2
afternoon,Rossville/Woodrow,1,1,,afternoon,Country Club,2,1,,afternoon,Heartland Village/Todt Hill,3,1,,afternoon,Pelham Bay,4,2
afternoon,Rockaway Park,1,1,,afternoon,Pelham Bay,2,1,,afternoon,Governor's Island/Ellis Island/Liberty Island,3,1,,afternoon,Arden Heights,4,2
evening,Times Sq/Theatre District,1,136867,,afternoon,Rockaway Park,2,1,,afternoon,Broad Channel,3,1,,afternoon,Jamaica Bay,4,2
evening,Midtown Center,1,136487,,afternoon,South Beach/Dongan Hills,2,1,,afternoon,Rockaway Park,3,1,,afternoon,Freshkills Park,4,1
evening,Union Sq,1,129806,,afternoon,Far Rockaway,2,1,,afternoon,South Beach/Dongan Hills,3,1,,afternoon,South Beach/Dongan Hills,4,1
evening,Midtown East,1,123194,,afternoon,New Dorp/Midland Beach,2,1,,afternoon,Arden Heights,3,1,,afternoon,Westerleigh,4,1
evening,East Village,1,110726,,evening,Midtown Center,2,133090,,afternoon,Saint George/New Brighton,3,1,,afternoon,City Island,4,1
evening,Penn Station/Madison Sq West,1,108464,,evening,Times Sq/Theatre District,2,128182,,afternoon,Eltingville/Annadale/Prince's Bay,3,1,,afternoon,Hammels/Arverne,4,1
evening,Upper East Side South,1,105797,,evening,Union Sq,2,123439,,afternoon,Country Club,3,1,,evening,Midtown Center,4,138336
evening,Lincoln Square East,1,104454,,evening,Midtown East,2,117503,,evening,Times Sq/Theatre District,3,146455,,evening,Times Sq/Theatre District,4,133818
evening,Clinton East,1,101075,,evening,East Village,2,110672,,evening,Midtown Center,3,145936,,evening,Union Sq,4,126986
evening,Murray Hill,1,95915,,evening,Penn Station/Madison Sq West,2,105727,,evening,Union Sq,3,136346,,evening,Midtown East,4,122051
evening,Midtown North,1,92676,,evening,Lincoln Square East,2,100572,,evening,Midtown East,3,130717,,evening,Upper East Side South,4,114863
evening,Upper East Side North,1,86032,,evening,Clinton East,2,99691,,evening,East Village,3,123070,,evening,East Village,4,111587
evening,JFK Airport,1,84578,,evening,Upper East Side South,2,99636,,evening,Clinton East,3,119759,,evening,Clinton East,4,110462
evening,LaGuardia Airport,1,82406,,evening,Murray Hill,2,97043,,evening,Penn Station/Madison Sq West,3,116532,,evening,Lincoln Square East,4,110007
evening,Gramercy,1,81008,,evening,Midtown North,2,90059,,evening,Lincoln Square East,3,113718,,evening,Penn Station/Madison Sq West,4,109299
evening,West Village,1,79469,,evening,West Village,2,82596,,evening,Murray Hill,3,113247,,evening,Murray Hill,4,106794
evening,Midtown South,1,79361,,evening,Upper East Side North,2,80084,,evening,Upper East Side South,3,112610,,evening,LaGuardia Airport,4,96979
evening,East Chelsea,1,73506,,evening,Gramercy,2,80000,,evening,Midtown North,3,103272,,evening,Midtown North,4,95573
evening,Upper West Side South,1,72155,,evening,Midtown South,2,79240,,evening,LaGuardia Airport,3,95347,,evening,JFK Airport,4,92176
evening,Lenox Hill West,1,64263,,evening,East Chelsea,2,75362,,evening,Gramercy,3,90593,,evening,Upper East Side North,4,88975
evening,Sutton Place/Turtle Bay North,1,62874,,evening,LaGuardia Airport,2,74665,,evening,JFK Airport,3,90470,,evening,Midtown South,4,85432
evening,Flatiron,1,62389,,evening,JFK Airport,2,69481,,evening,Upper East Side North,3,89776,,evening,Gramercy,4,84201
evening,TriBeCa/Civic Center,1,61247,,evening,Upper West Side South,2,69417,,evening,Midtown South,3,89295,,evening,West Village,4,83841
evening,Greenwich Village North,1,60410,,evening,TriBeCa/Civic Center,2,63938,,evening,West Village,3,86748,,evening,East Chelsea,4,80852
evening,Garment District,1,58213,,evening,Flatiron,2,62356,,evening,East Chelsea,3,82694,,evening,Upper West Side South,4,75591
evening,Greenwich Village South,1,55049,,evening,Lenox Hill West,2,61513,,evening,Upper West Side South,3,81589,,evening,TriBeCa/Civic Center,4,70405
evening,NV,1,53534,,evening,Sutton Place/Turtle Bay North,2,60694,,evening,Lenox Hill West,3,70574,,evening,Flatiron,4,68006
evening,Yorkville West,1,51310,,evening,Greenwich Village North,2,59915,,evening,Sutton Place/Turtle Bay North,3,69936,,evening,Lenox Hill West,4,67455
evening,Lower East Side,1,48088,,evening,Garment District,2,58568,,evening,Flatiron,3,69597,,evening,Sutton Place/Turtle Bay North,4,64887
evening,Upper West Side North,1,47902,,evening,Greenwich Village South,2,57294,,evening,TriBeCa/Civic Center,3,69011,,evening,Greenwich Village North,4,62671
evening,Little Italy/NoLiTa,1,43197,,evening,Lower East Side,2,51750,,evening,Greenwich Village North,3,65475,,evening,Garment District,4,60701
evening,Lenox Hill East,1,42078,,evening,NV,2,51126,,evening,Garment District,3,64932,,evening,Greenwich Village South,4,58339
evening,West Chelsea/Hudson Yards,1,40745,,evening,Yorkville West,2,47836,,evening,NV,3,62163,,evening,Yorkville West,4,52385
evening,Kips Bay,1,39364,,evening,Upper West Side North,2,46380,,evening,Greenwich Village South,3,60484,,evening,Lower East Side,4,50321
evening,UN/Turtle Bay South,1,38797,,evening,Little Italy/NoLiTa,2,46003,,evening,Yorkville West,3,56169,,evening,West Chelsea/Hudson Yards,4,49318
evening,Meatpacking/West Village West,1,34781,,evening,West Chelsea/Hudson Yards,2,40023,,evening,Lower East Side,3,52015,,evening,Upper West Side North,4,49315
evening,SoHo,1,31462,,evening,UN/Turtle Bay South,2,39692,,evening,Upper West Side North,3,51276,,evening,Little Italy/NoLiTa,4,48557
evening,Central Park,1,27913,,evening,Lenox Hill East,2,39651,,evening,Little Italy/NoLiTa,3,47767,,evening,NV,4,47497
evening,Lincoln Square West,1,25429,,evening,Meatpacking/West Village West,2,37792,,evening,UN/Turtle Bay South,3,47436,,evening,Meatpacking/West Village West,4,43617
evening,Financial District North,1,25016,,evening,Kips Bay,2,37757,,evening,Lenox Hill East,3,47378,,evening,UN/Turtle Bay South,4,42897
evening,Battery Park City,1,24606,,evening,SoHo,2,31561,,evening,Kips Bay,3,44403,,evening,Lenox Hill East,4,41568
evening,Yorkville East,1,24569,,evening,Central Park,2,28216,,evening,West Chelsea/Hudson Yards,3,44026,,evening,Kips Bay,4,40040
evening,Clinton West,1,23234,,evening,Lincoln Square West,2,25134,,evening,Meatpacking/West Village West,3,39767,,evening,Central Park,4,36900
evening,Manhattan Valley,1,20709,,evening,Financial District North,2,25101,,evening,SoHo,3,32612,,evening,SoHo,4,32618
evening,Hudson Sq,1,19769,,evening,Battery Park City,2,23730,,evening,Central Park,3,32222,,evening,Battery Park City,4,29227
evening,World Trade Center,1,15756,,evening,Clinton West,2,23120,,evening,Clinton West,3,32009,,evening,Clinton West,4,28437
evening,Financial District South,1,13778,,evening,Yorkville East,2,22856,,evening,Lincoln Square West,3,29333,,evening,Financial District North,4,27848
evening,East Harlem South,1,13430,,evening,Hudson Sq,2,21541,,evening,Financial District North,3,28497,,evening,Lincoln Square West,4,27355
evening,Morningside Heights,1,12573,,evening,Manhattan Valley,2,20476,,evening,Battery Park City,3,27797,,evening,Yorkville East,4,25654
evening,Central Harlem,1,8268,,evening,Morningside Heights,2,15585,,evening,Yorkville East,3,25488,,evening,Manhattan Valley,4,22790
evening,Alphabet City,1,7767,,evening,World Trade Center,2,15080,,evening,Manhattan Valley,3,23763,,evening,Hudson Sq,4,21678
evening,East Harlem North,1,7531,,evening,Financial District South,2,13843,,evening,Hudson Sq,3,21979,,evening,World Trade Center,4,19549
evening,Bloomingdale,1,7158,,evening,East Harlem South,2,13843,,evening,World Trade Center,3,17396,,evening,Morningside Heights,4,16571
evening,Chinatown,1,6980,,evening,Central Harlem,2,9566,,evening,East Harlem South,3,17298,,evening,East Harlem South,4,15877
evening,Seaport,1,6293,,evening,East Harlem North,2,8583,,evening,Morningside Heights,3,16615,,evening,Financial District South,4,15241
evening,Stuy Town/Peter Cooper Village,1,6234,,evening,Alphabet City,2,7974,,evening,Financial District South,3,15784,,evening,Central Harlem,4,9976
evening,Two Bridges/Seward Park,1,5972,,evening,Chinatown,2,7441,,evening,Central Harlem,3,11645,,evening,East Harlem North,4,9679
evening,Park Slope,1,5135,,evening,Bloomingdale,2,7340,,evening,East Harlem North,3,11140,,evening,Bloomingdale,4,8110
evening,Williamsburg (North Side),1,4264,,evening,Seaport,2,6909,,evening,Alphabet City,3,8850,,evening,Alphabet City,4,7963
evening,Downtown Brooklyn/MetroTech,1,3962,,evening,Two Bridges/Seward Park,2,6600,,evening,Bloomingdale,3,8394,,evening,Seaport,4,7776
evening,Williamsburg (South Side),1,3730,,evening,Stuy Town/Peter Cooper Village,2,6166,,evening,Seaport,3,7780,,evening,Chinatown,4,7705
evening,Fort Greene,1,3602,,evening,Park Slope,2,5069,,evening,Chinatown,3,7766,,evening,Two Bridges/Seward Park,4,6814
evening,Astoria,1,3515,,evening,Williamsburg (North Side),2,4830,,evening,Two Bridges/Seward Park,3,7491,,evening,Stuy Town/Peter Cooper Village,4,6521
evening,Central Harlem North,1,3241,,evening,Fort Greene,2,4318,,evening,Stuy Town/Peter Cooper Village,3,7034,,evening,Williamsburg (North Side),4,5475
evening,Boerum Hill,1,3200,,evening,Downtown Brooklyn/MetroTech,2,4296,,evening,Park Slope,3,6971,,evening,Park Slope,4,4788
evening,Sunnyside,1,2882,,evening,Williamsburg (South Side),2,4142,,evening,Williamsburg (North Side),3,5736,,evening,Williamsburg (South Side),4,4563
evening,Long Island City/Hunters Point,1,2862,,evening,Central Harlem North,2,4019,,evening,Fort Greene,3,5380,,evening,Downtown Brooklyn/MetroTech,4,4433
evening,Hamilton Heights,1,2725,,evening,Boerum Hill,2,3706,,evening,Central Harlem North,3,5123,,evening,Central Harlem North,4,4223
evening,Brooklyn Heights,1,2682,,evening,Astoria,2,3506,,evening,Downtown Brooklyn/MetroTech,3,4910,,evening,Fort Greene,4,4050
evening,Long Island City/Queens Plaza,1,2411,,evening,Long Island City/Hunters Point,2,3433,,evening,Williamsburg (South Side),3,4640,,evening,Long Island City/Hunters Point,4,3876
evening,Manhattanville,1,2369,,evening,Hamilton Heights,2,3331,,evening,Long Island City/Hunters Point,3,4437,,evening,Boerum Hill,4,3524
evening,Washington Heights South,1,2284,,evening,Sunnyside,2,3054,,evening,Boerum Hill,3,4375,,evening,Astoria,4,3335
evening,Greenpoint,1,1886,,evening,Manhattanville,2,2931,,evening,Astoria,3,3966,,evening,Brooklyn Heights,4,3280
evening,East Williamsburg,1,1721,,evening,Brooklyn Heights,2,2916,,evening,Sunnyside,3,3622,,evening,Hamilton Heights,4,3209
evening,NA,1,1478,,evening,Washington Heights South,2,2541,,evening,Brooklyn Heights,3,3611,,evening,Sunnyside,4,3184
evening,Clinton Hill,1,1364,,evening,Long Island City/Queens Plaza,2,2529,,evening,Hamilton Heights,3,3534,,evening,Manhattanville,4,3116
evening,Prospect Heights,1,1294,,evening,Greenpoint,2,2223,,evening,Manhattanville,3,3473,,evening,Long Island City/Queens Plaza,4,2568
evening,Cobble Hill,1,1243,,evening,East Williamsburg,2,1954,,evening,Washington Heights South,3,3085,,evening,Washington Heights South,4,2546
evening,Carroll Gardens,1,1224,,evening,Clinton Hill,2,1607,,evening,Long Island City/Queens Plaza,3,3049,,evening,East Williamsburg,4,2347
evening,Old Astoria,1,1104,,evening,Carroll Gardens,2,1489,,evening,Greenpoint,3,2510,,evening,Greenpoint,4,2279
evening,DUMBO/Vinegar Hill,1,1075,,evening,Prospect Heights,2,1471,,evening,East Williamsburg,3,2068,,evening,NA,4,1685
evening,Bedford,1,1036,,evening,DUMBO/Vinegar Hill,2,1434,,evening,Clinton Hill,3,1904,,evening,Clinton Hill,4,1502
evening,Steinway,1,991,,evening,NA,2,1360,,evening,Carroll Gardens,3,1807,,evening,DUMBO/Vinegar Hill,4,1485
evening,Jackson Heights,1,870,,evening,Cobble Hill,2,1291,,evening,NA,3,1761,,evening,Carroll Gardens,4,1450
evening,Woodside,1,837,,evening,Bedford,2,1169,,evening,Prospect Heights,3,1629,,evening,Prospect Heights,4,1397
evening,Bushwick South,1,744,,evening,Old Astoria,2,1158,,evening,DUMBO/Vinegar Hill,3,1504,,evening,Cobble Hill,4,1340
evening,Queensbridge/Ravenswood,1,680,,evening,Steinway,2,1075,,evening,Cobble Hill,3,1488,,evening,Steinway,4,1118
evening,Crown Heights North,1,661,,evening,Jackson Heights,2,907,,evening,Bedford,3,1464,,evening,Old Astoria,4,1085
evening,Washington Heights North,1,639,,evening,Bushwick South,2,872,,evening,Old Astoria,3,1281,,evening,Bedford,4,1052
evening,Gowanus,1,602,,evening,Woodside,2,866,,evening,Steinway,3,1228,,evening,Bushwick South,4,932
evening,Battery Park,1,441,,evening,Crown Heights North,2,762,,evening,Jackson Heights,3,985,,evening,Jackson Heights,4,890
evening,South Williamsburg,1,395,,evening,Washington Heights North,2,761,,evening,Bushwick South,3,959,,evening,Battery Park,4,840
evening,Elmhurst,1,385,,evening,Queensbridge/Ravenswood,2,673,,evening,Woodside,3,925,,evening,Crown Heights North,4,830
evening,West Concourse,1,368,,evening,Gowanus,2,656,,evening,Crown Heights North,3,907,,evening,Queensbridge/Ravenswood,4,780
evening,Mott Haven/Port Morris,1,363,,evening,Battery Park,2,438,,evening,Queensbridge/Ravenswood,3,864,,evening,Woodside,4,758
evening,East Elmhurst,1,361,,evening,South Williamsburg,2,416,,evening,Washington Heights North,3,844,,evening,Washington Heights North,4,746
evening,Baisley Park,1,360,,evening,West Concourse,2,398,,evening,Gowanus,3,769,,evening,Gowanus,4,652
evening,Prospect-Lefferts Gardens,1,341,,evening,Elmhurst,2,391,,evening,Battery Park,3,612,,evening,Baisley Park,4,550
evening,Stuyvesant Heights,1,341,,evening,Inwood,2,387,,evening,South Williamsburg,3,564,,evening,West Concourse,4,496
evening,Bushwick North,1,295,,evening,Mott Haven/Port Morris,2,380,,evening,Mott Haven/Port Morris,3,538,,evening,Mott Haven/Port Morris,4,468
evening,Inwood,1,274,,evening,Prospect-Lefferts Gardens,2,343,,evening,West Concourse,3,493,,evening,Inwood,4,420
evening,Flushing Meadows-Corona Park,1,259,,evening,Baisley Park,2,342,,evening,Baisley Park,3,466,,evening,Bushwick North,4,412
evening,Flatbush/Ditmas Park,1,236,,evening,Stuyvesant Heights,2,339,,evening,Stuyvesant Heights,3,457,,evening,Stuyvesant Heights,4,387
evening,Forest Hills,1,224,,evening,Bushwick North,2,320,,evening,Elmhurst,3,444,,evening,Elmhurst,4,371
evening,Sunset Park West,1,199,,evening,East Elmhurst,2,244,,evening,Inwood,3,400,,evening,Flushing Meadows-Corona Park,4,362
evening,Elmhurst/Maspeth,1,186,,evening,Sunset Park West,2,243,,evening,Bushwick North,3,382,,evening,Prospect-Lefferts Gardens,4,334
evening,Jamaica,1,159,,evening,Flushing Meadows-Corona Park,2,234,,evening,Prospect-Lefferts Gardens,3,355,,evening,South Williamsburg,4,319
evening,Crown Heights South,1,152,,evening,Forest Hills,2,215,,evening,Sunset Park West,3,279,,evening,East Elmhurst,4,302
evening,South Jamaica,1,150,,evening,Flatbush/Ditmas Park,2,208,,evening,Forest Hills,3,271,,evening,Sunset Park West,4,239
evening,Rego Park,1,141,,evening,Elmhurst/Maspeth,2,187,,evening,Elmhurst/Maspeth,3,266,,evening,Elmhurst/Maspeth,4,224
evening,Red Hook,1,139,,evening,Roosevelt Island,2,164,,evening,East Elmhurst,3,264,,evening,Red Hook,4,212
evening,Roosevelt Island,1,139,,evening,Rego Park,2,147,,evening,Flushing Meadows-Corona Park,3,261,,evening,Forest Hills,4,212
evening,Columbia Street,1,136,,evening,Columbia Street,2,141,,evening,Flatbush/Ditmas Park,3,244,,evening,Flatbush/Ditmas Park,4,206
evening,Briarwood/Jamaica Hills,1,136,,evening,Kensington,2,141,,evening,Red Hook,3,237,,evening,Jamaica,4,193
evening,Maspeth,1,134,,evening,Crown Heights South,2,141,,evening,Roosevelt Island,3,188,,evening,Columbia Street,4,176
evening,Prospect Park,1,128,,evening,Red Hook,2,131,,evening,Melrose South,3,187,,evening,Crown Heights South,4,164
evening,Brooklyn Navy Yard,1,127,,evening,Melrose South,2,128,,evening,Crown Heights South,3,186,,evening,Prospect Park,4,164
evening,Kew Gardens,1,115,,evening,Windsor Terrace,2,119,,evening,Jamaica,3,177,,evening,Roosevelt Island,4,163
evening,Springfield Gardens South,1,111,,evening,East Concourse/Concourse Village,2,119,,evening,Bay Ridge,3,174,,evening,South Jamaica,4,157
evening,Randalls Island,1,108,,evening,Brooklyn Navy Yard,2,118,,evening,Rego Park,3,169,,evening,Springfield Gardens South,4,155
evening,Windsor Terrace,1,106,,evening,Jamaica,2,118,,evening,Columbia Street,3,167,,evening,Briarwood/Jamaica Hills,4,153
evening,Kensington,1,100,,evening,Briarwood/Jamaica Hills,2,107,,evening,South Ozone Park,3,162,,evening,Rego Park,4,151
evening,Flushing,1,100,,evening,Prospect Park,2,107,,evening,Prospect Park,3,159,,evening,Randalls Island,4,138
evening,East Concourse/Concourse Village,1,99,,evening,Springfield Gardens South,2,107,,evening,Brooklyn Navy Yard,3,156,,evening,Melrose South,4,136
evening,Corona,1,96,,evening,Randalls Island,2,107,,evening,Kensington,3,156,,evening,Maspeth,4,134
evening,South Ozone Park,1,94,,evening,South Jamaica,2,107,,evening,Springfield Gardens South,3,149,,evening,South Ozone Park,4,126
evening,Melrose South,1,90,,evening,South Ozone Park,2,102,,evening,Randalls Island,3,148,,evening,Windsor Terrace,4,126
evening,Bay Ridge,1,86,,evening,Maspeth,2,90,,evening,South Jamaica,3,146,,evening,Bay Ridge,4,121
evening,Newark Airport,1,84,,evening,Kew Gardens,2,87,,evening,East Concourse/Concourse Village,3,146,,evening,Flushing,4,119
evening,Richmond Hill,1,78,,evening,Bay Ridge,2,87,,evening,Ridgewood,3,136,,evening,Kensington,4,114
