PUHour,PUZone,month,count,,PUHour,PUZone,month,count,,PUHour,PUZone,month,count,,PUHour,PUZone,month,count
evening,North Corona,1,74,,evening,East New York,2,85,,evening,Briarwood/Jamaica Hills,3,131,,evening,Highbridge,4,106
evening,Ridgewood,1,74,,evening,Corona,2,78,,evening,Kew Gardens,3,123,,evening,East Concourse/Concourse Village,4,104
evening,Erasmus,1,66,,evening,Ridgewood,2,78,,evening,Maspeth,3,122,,evening,Newark Airport,4,101
evening,Spuyten Duyvil/Kingsbridge,1,65,,evening,Spuyten Duyvil/Kingsbridge,2,72,,evening,Windsor Terrace,3,121,,evening,Kew Gardens,4,93
evening,Ocean Hill,1,64,,evening,Van Nest/Morris Park,2,68,,evening,Flushing,3,106,,evening,Richmond Hill,4,91
evening,East New York,1,58,,evening,Flushing,2,66,,evening,Newark Airport,3,94,,evening,Ridgewood,4,88
evening,Gravesend,1,56,,evening,Richmond Hill,2,66,,evening,East New York,3,89,,evening,Brooklyn Navy Yard,4,86
evening,Brighton Beach,1,54,,evening,Erasmus,2,66,,evening,Corona,3,81,,evening,Corona,4,81
evening,Mount Hope,1,51,,evening,Newark Airport,2,64,,evening,Van Nest/Morris Park,3,79,,evening,East New York,4,70
evening,Canarsie,1,50,,evening,North Corona,2,62,,evening,Spuyten Duyvil/Kingsbridge,3,78,,evening,Spuyten Duyvil/Kingsbridge,4,67
evening,Brownsville,1,49,,evening,Morrisania/Melrose,2,56,,evening,University Heights/Morris Heights,3,73,,evening,North Corona,4,66
evening,Homecrest,1,47,,evening,Brownsville,2,55,,evening,Erasmus,3,70,,evening,Erasmus,4,65
evening,Highbridge,1,41,,evening,Ocean Hill,2,52,,evening,North Corona,3,68,,evening,Borough Park,4,60
evening,East Flatbush/Remsen Village,1,41,,evening,Borough Park,2,51,,evening,Ocean Hill,3,67,,evening,Ocean Hill,4,59
evening,Flatlands,1,39,,evening,Gravesend,2,48,,evening,Morrisania/Melrose,3,67,,evening,Mount Hope,4,49
evening,Morrisania/Melrose,1,39,,evening,University Heights/Morris Heights,2,47,,evening,Highbridge,3,65,,evening,Soundview/Castle Hill,4,49
evening,University Heights/Morris Heights,1,38,,evening,Homecrest,2,44,,evening,Middle Village,3,65,,evening,Middle Village,4,43
evening,Kew Gardens Hills,1,35,,evening,East Tremont,2,39,,evening,Richmond Hill,3,64,,evening,Van Nest/Morris Park,4,42
evening,Middle Village,1,35,,evening,Marble Hill,2,38,,evening,Mount Hope,3,55,,evening,Midwood,4,41
evening,Hunts Point,1,35,,evening,Highbridge,2,38,,evening,East Flatbush/Remsen Village,3,55,,evening,University Heights/Morris Heights,4,40
evening,East Flatbush/Farragut,1,30,,evening,Canarsie,2,37,,evening,Canarsie,3,54,,evening,East Tremont,4,39
evening,Sunset Park East,1,29,,evening,Mount Hope,2,36,,evening,Homecrest,3,53,,evening,Marble Hill,4,39
evening,Cypress Hills,1,29,,evening,East Flatbush/Remsen Village,2,35,,evening,Soundview/Castle Hill,3,48,,evening,Brownsville,4,36
evening,Van Nest/Morris Park,1,28,,evening,Flatlands,2,33,,evening,Brownsville,3,45,,evening,Morrisania/Melrose,4,35
evening,East Tremont,1,27,,evening,Claremont/Bathgate,2,32,,evening,East Tremont,3,43,,evening,East Flatbush/Farragut,4,34
evening,Norwood,1,27,,evening,Middle Village,2,32,,evening,Coney Island,3,43,,evening,Riverdale/North Riverdale/Fieldston,4,31
evening,Co-Op City,1,27,,evening,East New York/Pennsylvania Avenue,2,29,,evening,East Flatbush/Farragut,3,43,,evening,Kew Gardens Hills,4,30
evening,Kingsbridge Heights,1,25,,evening,Bensonhurst West,2,29,,evening,Flatlands,3,41,,evening,East Flatbush/Remsen Village,4,30
evening,Bedford Park,1,25,,evening,East Flatbush/Farragut,2,28,,evening,Woodhaven,3,40,,evening,Soundview/Bruckner,4,29
evening,Ocean Parkway South,1,24,,evening,Ocean Parkway South,2,26,,evening,Soundview/Bruckner,3,39,,evening,Kingsbridge Heights,4,28
evening,Midwood,1,23,,evening,Soundview/Bruckner,2,26,,evening,Van Cortlandt Village,3,38,,evening,Sunset Park East,4,28
evening,Bayside,1,23,,evening,Van Cortlandt Village,2,25,,evening,Howard Beach,3,38,,evening,Canarsie,4,28
evening,Longwood,1,23,,evening,Midwood,2,25,,evening,Borough Park,3,38,,evening,Parkchester,4,26
evening,Dyker Heights,1,22,,evening,Bedford Park,2,25,,evening,Marble Hill,3,36,,evening,Hunts Point,4,26
evening,Astoria Park,1,22,,evening,Whitestone,2,25,,evening,Midwood,3,36,,evening,Woodhaven,4,26
evening,Riverdale/North Riverdale/Fieldston,1,22,,evening,Longwood,2,24,,evening,Westchester Village/Unionport,3,36,,evening,Norwood,4,26
evening,Woodhaven,1,22,,evening,Parkchester,2,23,,evening,Claremont/Bathgate,3,36,,evening,Howard Beach,4,25
evening,Stapleton,1,21,,evening,Kingsbridge Heights,2,23,,evening,Parkchester,3,34,,evening,Queensboro Hill,4,25
evening,Van Cortlandt Village,1,20,,evening,Sunset Park East,2,23,,evening,Kingsbridge Heights,3,34,,evening,Glendale,4,24
evening,Saint Michaels Cemetery/Woodside,1,20,,evening,Pelham Parkway,2,22,,evening,Westerleigh,3,32,,evening,West Farms/Bronx River,4,24
evening,East New York/Pennsylvania Avenue,1,20,,evening,Kew Gardens Hills,2,22,,evening,Bedford Park,3,31,,evening,Bedford Park,4,24
evening,Marble Hill,1,20,,evening,Cypress Hills,2,20,,evening,Hunts Point,3,31,,evening,Saint Michaels Cemetery/Woodside,4,24
evening,Coney Island,1,19,,evening,Crotona Park East,2,20,,evening,Belmont,3,30,,evening,Homecrest,4,24
evening,Soundview/Bruckner,1,19,,evening,Soundview/Castle Hill,2,19,,evening,Schuylerville/Edgewater Park,3,29,,evening,Murray Hill-Queens,4,24
evening,Belmont,1,19,,evening,Howard Beach,2,19,,evening,Dyker Heights,3,28,,evening,Bensonhurst West,4,23
evening,Bensonhurst West,1,19,,evening,Green-Wood Cemetery,2,19,,evening,Saint Michaels Cemetery/Woodside,3,27,,evening,Flatlands,4,22
evening,Borough Park,1,19,,evening,Inwood Hill Park,2,18,,evening,Cypress Hills,3,27,,evening,Claremont/Bathgate,4,21
evening,Parkchester,1,19,,evening,Highbridge Park,2,18,,evening,Crotona Park East,3,25,,evening,Van Cortlandt Village,4,21
evening,Queensboro Hill,1,19,,evening,Norwood,2,18,,evening,Williamsbridge/Olinville,3,25,,evening,Schuylerville/Edgewater Park,4,21
evening,Westchester Village/Unionport,1,18,,evening,Belmont,2,18,,evening,Glendale,3,24,,evening,Longwood,4,21
evening,Whitestone,1,17,,evening,Madison,2,18,,evening,Co-Op City,3,24,,evening,Astoria Park,4,21
evening,Highbridge Park,1,17,,evening,Ozone Park,2,17,,evening,Riverdale/North Riverdale/Fieldston,3,24,,evening,Springfield Gardens North,4,20
evening,Williamsbridge/Olinville,1,17,,evening,Astoria Park,2,17,,evening,Ocean Parkway South,3,24,,evening,Inwood Hill Park,4,20
evening,Ozone Park,1,17,,evening,Saint Michaels Cemetery/Woodside,2,17,,evening,Astoria Park,3,24,,evening,Marine Park/Mill Basin,4,20
evening,Fordham South,1,17,,evening,Hunts Point,2,16,,evening,Norwood,3,22,,evening,Highbridge Park,4,20
evening,Glendale,1,17,,evening,Marine Park/Mill Basin,2,15,,evening,Bensonhurst West,3,22,,evening,Westchester Village/Unionport,4,19
evening,Schuylerville/Edgewater Park,1,16,,evening,Eastchester,2,15,,evening,Woodlawn/Wakefield,3,22,,evening,Bellerose,4,18
evening,Pelham Parkway,1,16,,evening,Westchester Village/Unionport,2,14,,evening,Sunset Park East,3,22,,evening,Queens Village,4,17
evening,West Farms/Bronx River,1,15,,evening,Fordham South,2,14,,evening,Longwood,3,20,,evening,Hillcrest/Pomonok,4,17
evening,Marine Park/Mill Basin,1,15,,evening,Sheepshead Bay,2,13,,evening,East New York/Pennsylvania Avenue,3,20,,evening,Pelham Parkway,4,17
evening,Howard Beach,1,15,,evening,Springfield Gardens North,2,13,,evening,Queensboro Hill,3,19,,evening,College Point,4,17
evening,Sheepshead Bay,1,15,,evening,Glendale,2,13,,evening,Queens Village,3,19,,evening,Cypress Hills,4,16
evening,Crotona Park East,1,14,,evening,Brighton Beach,2,12,,evening,College Point,3,18,,evening,Ocean Parkway South,4,16
evening,Claremont/Bathgate,1,14,,evening,West Farms/Bronx River,2,12,,evening,West Farms/Bronx River,3,18,,evening,Coney Island,4,15
evening,Soundview/Castle Hill,1,14,,evening,Jamaica Estates,2,12,,evening,Kew Gardens Hills,3,18,,evening,Bayside,4,15
evening,Van Cortlandt Park,1,13,,evening,Coney Island,2,12,,evening,Murray Hill-Queens,3,17,,evening,Brighton Beach,4,15
evening,Allerton/Pelham Gardens,1,13,,evening,Woodhaven,2,12,,evening,Hillcrest/Pomonok,3,17,,evening,Mariners Harbor,4,14
evening,Manhattan Beach,1,13,,evening,College Point,2,11,,evening,Pelham Parkway,3,17,,evening,Williamsbridge/Olinville,4,14
evening,Bath Beach,1,12,,evening,Riverdale/North Riverdale/Fieldston,2,11,,evening,Fordham South,3,16,,evening,Whitestone,4,13
evening,Bensonhurst East,1,12,,evening,Queensboro Hill,2,11,,evening,Springfield Gardens North,3,15,,evening,Van Cortlandt Park,4,13
evening,Jamaica Estates,1,11,,evening,Queens Village,2,11,,evening,Eastchester,3,15,,evening,Belmont,4,13
evening,Woodlawn/Wakefield,1,11,,evening,Dyker Heights,2,11,,evening,Sheepshead Bay,3,15,,evening,East New York/Pennsylvania Avenue,4,12
evening,Murray Hill-Queens,1,10,,evening,Hillcrest/Pomonok,2,10,,evening,Bath Beach,3,14,,evening,Crotona Park East,4,12
evening,Hillcrest/Pomonok,1,10,,evening,Bensonhurst East,2,9,,evening,Whitestone,3,14,,evening,Co-Op City,4,12
evening,Bellerose,1,10,,evening,Woodlawn/Wakefield,2,9,,evening,Marine Park/Floyd Bennett Field,3,14,,evening,Rosedale,4,12
evening,Grymes Hill/Clifton,1,10,,evening,Marine Park/Floyd Bennett Field,2,9,,evening,Saint Albans,3,14,,evening,Madison,4,12
evening,Douglaston,1,9,,evening,Murray Hill-Queens,2,8,,evening,Brighton Beach,3,14,,evening,Sheepshead Bay,4,12
evening,Inwood Hill Park,1,9,,evening,Schuylerville/Edgewater Park,2,8,,evening,Inwood Hill Park,3,13,,evening,Ozone Park,4,11
evening,College Point,1,9,,evening,Co-Op City,2,8,,evening,Cambria Heights,3,13,,evening,Fordham South,4,11
evening,Queens Village,1,9,,evening,Rosedale,2,8,,evening,Rikers Island,3,13,,evening,Heartland Village/Todt Hill,4,11
evening,Fresh Meadows,1,9,,evening,Van Cortlandt Park,2,7,,evening,Highbridge Park,3,13,,evening,Rockaway Park,4,10
evening,Rosedale,1,9,,evening,Bayside,2,7,,evening,Madison,3,13,,evening,Arrochar/Fort Wadsworth,4,9
evening,Willets Point,1,9,,evening,Bath Beach,2,7,,evening,Marine Park/Mill Basin,3,12,,evening,Green-Wood Cemetery,4,9
evening,Cambria Heights,1,8,,evening,Bronx Park,2,7,,evening,Bayside,3,12,,evening,Jamaica Estates,4,9
evening,Madison,1,8,,evening,Williamsbridge/Olinville,2,6,,evening,Bronxdale,3,11,,evening,Bath Beach,4,9
evening,Saint Albans,1,7,,evening,Cambria Heights,2,6,,evening,Rosedale,3,11,,evening,Forest Park/Highland Park,4,9
evening,East Flushing,1,6,,evening,Starrett City,2,6,,evening,Jamaica Estates,3,11,,evening,Dyker Heights,4,8
evening,Starrett City,1,6,,evening,South Beach/Dongan Hills,2,6,,evening,Bronx Park,3,10,,evening,Douglaston,4,8
evening,Springfield Gardens North,1,5,,evening,Oakland Gardens,2,5,,evening,Forest Park/Highland Park,3,9,,evening,Grymes Hill/Clifton,4,7
evening,Eastchester,1,5,,evening,Auburndale,2,5,,evening,Ozone Park,3,9,,evening,Marine Park/Floyd Bennett Field,4,7
evening,Rockaway Park,1,5,,evening,Willets Point,2,5,,evening,Auburndale,3,8,,evening,Auburndale,4,7
evening,Hammels/Arverne,1,5,,evening,Bellerose,2,5,,evening,Arrochar/Fort Wadsworth,3,7,,evening,Laurelton,4,7
evening,Bronxdale,1,5,,evening,Far Rockaway,2,5,,evening,Gravesend,3,7,,evening,Bensonhurst East,4,7
evening,Forest Park/Highland Park,1,5,,evening,Pelham Bay,2,5,,evening,Pelham Bay,3,6,,evening,Saint Albans,4,7
evening,Arrochar/Fort Wadsworth,1,5,,evening,Bronxdale,2,5,,evening,Fresh Meadows,3,6,,evening,Bronx Park,4,6
evening,Bay Terrace/Fort Totten,1,5,,evening,Fresh Meadows,2,5,,evening,Bensonhurst East,3,6,,evening,Willets Point,4,6
evening,Green-Wood Cemetery,1,4,,evening,Stapleton,2,5,,evening,Glen Oaks,3,6,,evening,Oakland Gardens,4,6
evening,Saint George/New Brighton,1,4,,evening,Saint Albans,2,4,,evening,Van Cortlandt Park,3,6,,evening,Eastchester,4,6
evening,Pelham Bay,1,4,,evening,Allerton/Pelham Gardens,2,4,,evening,Allerton/Pelham Gardens,3,5,,evening,Gravesend,4,6
evening,Bloomfield/Emerson Hill,1,4,,evening,Forest Park/Highland Park,2,4,,evening,Bellerose,3,5,,evening,Governor's Island/Ellis Island/Liberty Island,4,5
evening,Auburndale,1,4,,evening,Douglaston,2,4,,evening,Douglaston,3,5,,evening,Pelham Bay,4,5
evening,Marine Park/Floyd Bennett Field,1,4,,evening,Eltingville/Annadale/Prince's Bay,2,3,,evening,Stapleton,3,5,,evening,Stapleton,4,5
evening,Bronx Park,1,4,,evening,Rockaway Park,2,2,,evening,Rockaway Park,3,5,,evening,Allerton/Pelham Gardens,4,5
evening,Mariners Harbor,1,3,,evening,Hammels/Arverne,2,2,,evening,Bloomfield/Emerson Hill,3,4,,evening,Manhattan Beach,4,5
evening,Hollis,1,3,,evening,Westerleigh,2,2,,evening,Hammels/Arverne,3,4,,evening,Hammels/Arverne,4,5
evening,Oakland Gardens,1,3,,evening,Hollis,2,2,,evening,Hollis,3,4,,evening,South Beach/Dongan Hills,4,5
evening,Glen Oaks,1,3,,evening,Pelham Bay Park,2,2,,evening,Governor's Island/Ellis Island/Liberty Island,3,4,,evening,Fresh Meadows,4,5
evening,Port Richmond,1,3,,evening,City Island,2,2,,evening,Far Rockaway,3,3,,evening,Cambria Heights,4,5
evening,Far Rockaway,1,3,,evening,Jamaica Bay,2,2,,evening,City Island,3,3,,evening,Bloomfield/Emerson Hill,4,4
evening,South Beach/Dongan Hills,1,2,,evening,Arrochar/Fort Wadsworth,2,2,,evening,Starrett City,3,3,,evening,Rossville/Woodrow,4,4
evening,Laurelton,1,2,,evening,Saint George/New Brighton,2,2,,evening,Manhattan Beach,3,3,,evening,Woodlawn/Wakefield,4,4
evening,Arden Heights,1,2,,evening,Port Richmond,2,2,,evening,New Dorp/Midland Beach,3,3,,evening,Starrett City,4,4
evening,Pelham Bay Park,1,2,,evening,Bay Terrace/Fort Totten,2,2,,evening,Jamaica Bay,3,2,,evening,Saint George/New Brighton,4,3
evening,Jamaica Bay,1,2,,evening,Manhattan Beach,2,1,,evening,Willets Point,3,2,,evening,Bay Terrace/Fort Totten,4,3
evening,Country Club,1,1,,evening,Bloomfield/Emerson Hill,2,1,,evening,Country Club,3,2,,evening,Bronxdale,4,3
evening,Eltingville/Annadale/Prince's Bay,1,1,,evening,Rikers Island,2,1,,evening,Oakland Gardens,3,2,,evening,West Brighton,4,2
evening,Oakwood,1,1,,evening,Laurelton,2,1,,evening,Green-Wood Cemetery,3,2,,evening,Port Richmond,4,2
evening,Governor's Island/Ellis Island/Liberty Island,1,1,,evening,Charleston/Tottenville,2,1,,evening,Oakwood,3,2,,evening,City Island,4,2
evening,City Island,1,1,,evening,Glen Oaks,2,1,,evening,Port Richmond,3,2,,evening,Great Kills,4,2
evening,New Dorp/Midland Beach,1,1,,evening,Crotona Park,2,1,,evening,Great Kills,3,1,,evening,Rikers Island,4,2
evening,Great Kills Park,1,1,,evening,West Brighton,2,1,,evening,Arden Heights,3,1,,evening,Jamaica Bay,4,2
evening,Broad Channel,1,1,,evening,East Flushing,2,1,,evening,South Beach/Dongan Hills,3,1,,evening,Glen Oaks,4,2
midnight,East Village,1,88165,,evening,Mariners Harbor,2,1,,evening,Bay Terrace/Fort Totten,3,1,,evening,Freshkills Park,4,2
midnight,Lower East Side,1,60391,,midnight,East Village,2,84297,,evening,Heartland Village/Todt Hill,3,1,,evening,East Flushing,4,2
midnight,Clinton East,1,49077,,midnight,Lower East Side,2,60068,,evening,East Flushing,3,1,,evening,Arden Heights,4,2
midnight,West Village,1,46037,,midnight,Clinton East,2,45932,,evening,Pelham Bay Park,3,1,,evening,Hollis,4,2
midnight,Times Sq/Theatre District,1,39352,,midnight,West Village,2,43262,,evening,Grymes Hill/Clifton,3,1,,evening,Westerleigh,4,1
midnight,Greenwich Village South,1,36337,,midnight,Times Sq/Theatre District,2,39356,,evening,Saint George/New Brighton,3,1,,evening,Broad Channel,4,1
midnight,East Chelsea,1,34605,,midnight,Greenwich Village South,2,35194,,evening,Rossville/Woodrow,3,1,,evening,Oakwood,4,1
midnight,Union Sq,1,33883,,midnight,East Chelsea,2,33350,,evening,Breezy Point/Fort Tilden/Riis Beach,3,1,,evening,Far Rockaway,4,1
midnight,Midtown South,1,30927,,midnight,Union Sq,2,32174,,evening,Mariners Harbor,3,1,,evening,Eltingville/Annadale/Prince's Bay,4,1
midnight,Gramercy,1,29939,,midnight,Midtown South,2,31263,,midnight,East Village,3,85641,,evening,New Dorp/Midland Beach,4,1
midnight,Murray Hill,1,26095,,midnight,Gramercy,2,26224,,midnight,Lower East Side,3,59301,,evening,Country Club,4,1
midnight,Meatpacking/West Village West,1,24916,,midnight,Meatpacking/West Village West,2,25262,,midnight,Clinton East,3,51729,,midnight,East Village,4,88485
midnight,Penn Station/Madison Sq West,1,24648,,midnight,Penn Station/Madison Sq West,2,23780,,midnight,Times Sq/Theatre District,3,48072,,midnight,Lower East Side,4,66153
midnight,JFK Airport,1,24230,,midnight,Little Italy/NoLiTa,2,23515,,midnight,West Village,3,42924,,midnight,Clinton East,4,52120
midnight,Little Italy/NoLiTa,1,23276,,midnight,Murray Hill,2,23147,,midnight,Greenwich Village South,3,35338,,midnight,West Village,4,46983
midnight,Flatiron,1,21759,,midnight,Midtown Center,2,20796,,midnight,Midtown South,3,34870,,midnight,Times Sq/Theatre District,4,44679
midnight,Midtown Center,1,21340,,midnight,Flatiron,2,20486,,midnight,East Chelsea,3,34546,,midnight,East Chelsea,4,40018
midnight,NV,1,20478,,midnight,Midtown North,2,20440,,midnight,Union Sq,3,33916,,midnight,Greenwich Village South,4,38353
midnight,Midtown North,1,20383,,midnight,Midtown East,2,19978,,midnight,Gramercy,3,28553,,midnight,Union Sq,4,35847
midnight,Midtown East,1,20249,,midnight,TriBeCa/Civic Center,2,19794,,midnight,Penn Station/Madison Sq West,3,28036,,midnight,Midtown South,4,34879
midnight,TriBeCa/Civic Center,1,19571,,midnight,Garment District,2,18408,,midnight,Murray Hill,3,26077,,midnight,JFK Airport,4,29463
midnight,Lenox Hill West,1,19249,,midnight,NV,2,18371,,midnight,JFK Airport,3,24864,,midnight,Gramercy,4,29275
midnight,Yorkville West,1,18758,,midnight,West Chelsea/Hudson Yards,2,16385,,midnight,Meatpacking/West Village West,3,24717,,midnight,Meatpacking/West Village West,4,28980
midnight,Sutton Place/Turtle Bay North,1,18123,,midnight,Lenox Hill West,2,16021,,midnight,Midtown Center,3,23824,,midnight,Penn Station/Madison Sq West,4,27821
midnight,Garment District,1,17922,,midnight,JFK Airport,2,15863,,midnight,Little Italy/NoLiTa,3,23535,,midnight,Flatiron,4,25154
midnight,Greenwich Village North,1,16095,,midnight,Sutton Place/Turtle Bay North,2,15548,,midnight,Midtown North,3,23102,,midnight,Murray Hill,4,25103
midnight,Lincoln Square East,1,15760,,midnight,Yorkville West,2,15114,,midnight,Garment District,3,22763,,midnight,Little Italy/NoLiTa,4,24528
midnight,West Chelsea/Hudson Yards,1,15555,,midnight,Greenwich Village North,2,14897,,midnight,Flatiron,3,21769,,midnight,Midtown North,4,23112
midnight,Upper West Side South,1,14959,,midnight,Lincoln Square East,2,13918,,midnight,Midtown East,3,21624,,midnight,TriBeCa/Civic Center,4,22231
midnight,Upper East Side South,1,13801,,midnight,Upper West Side South,2,12755,,midnight,NV,3,20950,,midnight,Midtown Center,4,22018
midnight,Kips Bay,1,13029,,midnight,Kips Bay,2,11411,,midnight,TriBeCa/Civic Center,3,20271,,midnight,Garment District,4,21295
midnight,Clinton West,1,10983,,midnight,Upper East Side South,2,11219,,midnight,Sutton Place/Turtle Bay North,3,18098,,midnight,Midtown East,4,20445
midnight,Upper East Side North,1,10950,,midnight,Clinton West,2,10588,,midnight,Lenox Hill West,3,17397,,midnight,West Chelsea/Hudson Yards,4,18912
midnight,Upper West Side North,1,10235,,midnight,Upper West Side North,2,9587,,midnight,Yorkville West,3,17369,,midnight,Sutton Place/Turtle Bay North,4,18003
midnight,Hudson Sq,1,8837,,midnight,SoHo,2,9426,,midnight,West Chelsea/Hudson Yards,3,16300,,midnight,NV,4,17899
midnight,SoHo,1,8750,,midnight,Hudson Sq,2,8736,,midnight,Lincoln Square East,3,16065,,midnight,Lenox Hill West,4,17698
midnight,UN/Turtle Bay South,1,8708,,midnight,Upper East Side North,2,8600,,midnight,Greenwich Village North,3,15358,,midnight,Yorkville West,4,16932
midnight,LaGuardia Airport,1,8239,,midnight,Alphabet City,2,7758,,midnight,Upper West Side South,3,14223,,midnight,Lincoln Square East,4,16230
midnight,Lenox Hill East,1,8071,,midnight,UN/Turtle Bay South,2,7421,,midnight,Kips Bay,3,13493,,midnight,Greenwich Village North,4,16115
midnight,Alphabet City,1,7663,,midnight,Lenox Hill East,2,7101,,midnight,Upper East Side South,3,12377,,midnight,LaGuardia Airport,4,13737
midnight,Financial District North,1,6375,,midnight,Financial District North,2,6241,,midnight,Clinton West,3,11979,,midnight,Kips Bay,4,13566
midnight,East Harlem South,1,6229,,midnight,Two Bridges/Seward Park,2,5577,,midnight,LaGuardia Airport,3,10345,,midnight,Upper West Side South,4,13072
midnight,Two Bridges/Seward Park,1,5794,,midnight,Williamsburg (North Side),2,5391,,midnight,Hudson Sq,3,9698,,midnight,Clinton West,4,12995
midnight,Astoria,1,5671,,midnight,East Harlem South,2,5389,,midnight,Upper West Side North,3,9371,,midnight,Upper East Side South,4,12771
midnight,Williamsburg (North Side),1,5576,,midnight,LaGuardia Airport,2,5291,,midnight,SoHo,3,9106,,midnight,Hudson Sq,4,10655
midnight,Williamsburg (South Side),1,5388,,midnight,Williamsburg (South Side),2,5287,,midnight,Upper East Side North,3,9051,,midnight,SoHo,4,10132
midnight,Yorkville East,1,5136,,midnight,Astoria,2,5065,,midnight,UN/Turtle Bay South,3,8987,,midnight,Upper West Side North,4,9453
midnight,East Harlem North,1,5053,,midnight,Morningside Heights,2,4649,,midnight,Lenox Hill East,3,7757,,midnight,Upper East Side North,4,9317
midnight,Manhattan Valley,1,5022,,midnight,East Harlem North,2,4469,,midnight,Alphabet City,3,7714,,midnight,UN/Turtle Bay South,4,8720
midnight,Central Harlem,1,4576,,midnight,Manhattan Valley,2,4419,,midnight,Financial District North,3,6921,,midnight,Alphabet City,4,7458
midnight,Lincoln Square West,1,4491,,midnight,Yorkville East,2,4195,,midnight,East Harlem South,3,6226,,midnight,Lenox Hill East,4,7286
midnight,Central Park,1,4223,,midnight,Central Harlem,2,4123,,midnight,Williamsburg (North Side),3,6182,,midnight,Financial District North,4,6984
midnight,Morningside Heights,1,4013,,midnight,Lincoln Square West,2,3754,,midnight,Astoria,3,5836,,midnight,Williamsburg (North Side),4,6611
midnight,Sunnyside,1,3924,,midnight,Financial District South,2,3500,,midnight,Williamsburg (South Side),3,5602,,midnight,East Harlem South,4,6480
midnight,Financial District South,1,3590,,midnight,Sunnyside,2,3451,,midnight,Two Bridges/Seward Park,3,5526,,midnight,Williamsburg (South Side),4,6254
midnight,World Trade Center,1,3326,,midnight,Central Park,2,3383,,midnight,East Harlem North,3,5285,,midnight,Two Bridges/Seward Park,4,6165
midnight,East Williamsburg,1,3272,,midnight,Chinatown,2,3283,,midnight,Central Harlem,3,4878,,midnight,Astoria,4,5667
midnight,Chinatown,1,3258,,midnight,World Trade Center,2,3150,,midnight,Morningside Heights,3,4699,,midnight,East Harlem North,4,5176
midnight,Park Slope,1,3164,,midnight,Battery Park City,2,2902,,midnight,Yorkville East,3,4633,,midnight,Morningside Heights,4,5039
midnight,Battery Park City,1,3101,,midnight,East Williamsburg,2,2869,,midnight,Manhattan Valley,3,4545,,midnight,Central Harlem,4,4971
midnight,Stuy Town/Peter Cooper Village,1,3018,,midnight,Bloomingdale,2,2863,,midnight,Lincoln Square West,3,4243,,midnight,Yorkville East,4,4598
midnight,Bloomingdale,1,2870,,midnight,Park Slope,2,2747,,midnight,Sunnyside,3,4137,,midnight,Manhattan Valley,4,4465
midnight,Central Harlem North,1,2703,,midnight,Stuy Town/Peter Cooper Village,2,2692,,midnight,Financial District South,3,3904,,midnight,Lincoln Square West,4,4052
midnight,Hamilton Heights,1,2574,,midnight,Central Harlem North,2,2358,,midnight,Battery Park City,3,3424,,midnight,East Williamsburg,4,3944
midnight,Long Island City/Queens Plaza,1,2401,,midnight,Long Island City/Queens Plaza,2,2196,,midnight,World Trade Center,3,3361,,midnight,Financial District South,4,3869
midnight,Long Island City/Hunters Point,1,2250,,midnight,Hamilton Heights,2,2178,,midnight,Central Park,3,3276,,midnight,Sunnyside,4,3856
midnight,Greenpoint,1,2228,,midnight,Long Island City/Hunters Point,2,2107,,midnight,East Williamsburg,3,3240,,midnight,World Trade Center,4,3723
midnight,Jackson Heights,1,2107,,midnight,Fort Greene,2,2096,,midnight,Chinatown,3,3198,,midnight,Central Park,4,3682
midnight,Boerum Hill,1,2096,,midnight,Greenpoint,2,2077,,midnight,Park Slope,3,3168,,midnight,Battery Park City,4,3411
midnight,Seaport,1,2047,,midnight,Boerum Hill,2,2027,,midnight,Bloomingdale,3,2933,,midnight,Chinatown,4,3353
midnight,Bushwick South,1,2000,,midnight,Seaport,2,2019,,midnight,Central Harlem North,3,2830,,midnight,Park Slope,4,3275
midnight,Fort Greene,1,1921,,midnight,Bushwick South,2,1863,,midnight,Stuy Town/Peter Cooper Village,3,2724,,midnight,Bloomingdale,4,3004
midnight,Woodside,1,1798,,midnight,Jackson Heights,2,1840,,midnight,Long Island City/Hunters Point,3,2607,,midnight,Stuy Town/Peter Cooper Village,4,2939
midnight,Downtown Brooklyn/MetroTech,1,1762,,midnight,Downtown Brooklyn/MetroTech,2,1681,,midnight,Long Island City/Queens Plaza,3,2474,,midnight,Central Harlem North,4,2634
midnight,Washington Heights South,1,1736,,midnight,Woodside,2,1599,,midnight,Fort Greene,3,2462,,midnight,Long Island City/Hunters Point,4,2500
midnight,Steinway,1,1359,,midnight,Washington Heights South,2,1364,,midnight,Greenpoint,3,2443,,midnight,Greenpoint,4,2385
midnight,Manhattanville,1,1348,,midnight,Manhattanville,2,1335,,midnight,Hamilton Heights,3,2349,,midnight,Long Island City/Queens Plaza,4,2384
midnight,Old Astoria,1,1330,,midnight,Clinton Hill,2,1222,,midnight,Jackson Heights,3,2201,,midnight,Fort Greene,4,2380
midnight,Bushwick North,1,1293,,midnight,Old Astoria,2,1205,,midnight,Boerum Hill,3,2170,,midnight,Hamilton Heights,4,2234
midnight,Elmhurst,1,1274,,midnight,NA,2,1171,,midnight,Seaport,3,2155,,midnight,Boerum Hill,4,2168
midnight,Bedford,1,1225,,midnight,Bedford,2,1158,,midnight,Bushwick South,3,1939,,midnight,Seaport,4,2160
