prediction,avg_fare,avg_distance,avg_passenger,avg_tip,var_fare,var_distance,var_passenger,var_tip
1,582240.8,0.0,2.0,0.0,3812530913.279998,0.0,2.0,0.0
2,14.176325674156118,2.4422242609346267,1.6243608399910456,1.611476741317611,153.42641663155626,10.230785947969945,1.6082686820964247,6.093270927128124
0,16.914793870864997,3.269397492359212,1.6346444529247215,1.922589285284459,243.2696916855305,16.115425474835977,1.6297981608965104,7.192955951568473
